assetId,assetType,path,sourceType,sourceURL,creator,license,commercialUse,modificationAllowed,redistributionAllowed,attributionRequired,generatedBy,variantOf,notes
icon_046,ui_icon,assets/icons/icon_046.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_047,ui_icon,assets/icons/icon_047.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_048,ui_icon,assets/icons/icon_048.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_049,ui_icon,assets/icons/icon_049.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_050,ui_icon,assets/icons/icon_050.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_051,ui_icon,assets/icons/icon_051.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_052,ui_icon,assets/icons/icon_052.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_053,ui_icon,assets/icons/icon_053.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_054,ui_icon,assets/icons/icon_054.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_055,ui_icon,assets/icons/icon_055.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_056,ui_icon,assets/icons/icon_056.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_057,ui_icon,assets/icons/icon_057.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_058,ui_icon,assets/icons/icon_058.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_059,ui_icon,assets/icons/icon_059.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_060,ui_icon,assets/icons/icon_060.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_061,ui_icon,assets/icons/icon_061.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_062,ui_icon,assets/icons/icon_062.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_063,ui_icon,assets/icons/icon_063.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_064,ui_icon,assets/icons/icon_064.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_065,ui_icon,assets/icons/icon_065.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_066,ui_icon,assets/icons/icon_066.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_067,ui_icon,assets/icons/icon_067.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_068,ui_icon,assets/icons/icon_068.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_069,ui_icon,assets/icons/icon_069.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_070,ui_icon,assets/icons/icon_070.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_071,ui_icon,assets/icons/icon_071.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_072,ui_icon,assets/icons/icon_072.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_073,ui_icon,assets/icons/icon_073.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_074,ui_icon,assets/icons/icon_074.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_075,ui_icon,assets/icons/icon_075.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_076,ui_icon,assets/icons/icon_076.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_077,ui_icon,assets/icons/icon_077.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_078,ui_icon,assets/icons/icon_078.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_079,ui_icon,assets/icons/icon_079.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_080,ui_icon,assets/icons/icon_080.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_081,ui_icon,assets/icons/icon_081.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_082,ui_icon,assets/icons/icon_082.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_083,ui_icon,assets/icons/icon_083.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_084,ui_icon,assets/icons/icon_084.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_085,ui_icon,assets/icons/icon_085.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_086,ui_icon,assets/icons/icon_086.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_087,ui_icon,assets/icons/icon_087.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_088,ui_icon,assets/icons/icon_088.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_089,ui_icon,assets/icons/icon_089.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_090,ui_icon,assets/icons/icon_090.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_091,ui_icon,assets/icons/icon_091.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_092,ui_icon,assets/icons/icon_092.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_093,ui_icon,assets/icons/icon_093.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_094,ui_icon,assets/icons/icon_094.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_095,ui_icon,assets/icons/icon_095.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_096,ui_icon,assets/icons/icon_096.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_097,ui_icon,assets/icons/icon_097.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_098,ui_icon,assets/icons/icon_098.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_099,ui_icon,assets/icons/icon_099.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
icon_100,ui_icon,assets/icons/icon_100.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Original SVG icon
base_mesh_01,artifact_mesh,assets/artifacts/model_01.obj,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Procedural OBJ
base_mesh_02,artifact_mesh,assets/artifacts/model_02.obj,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Procedural OBJ
base_mesh_03,artifact_mesh,assets/artifacts/model_03.obj,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Procedural OBJ
base_mesh_04,artifact_mesh,assets/artifacts/model_04.obj,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Procedural OBJ
base_mesh_05,artifact_mesh,assets/artifacts/model_05.obj,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Procedural OBJ
base_mesh_06,artifact_mesh,assets/artifacts/model_06.obj,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Procedural OBJ
base_mesh_07,artifact_mesh,assets/artifacts/model_07.obj,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Procedural OBJ
base_mesh_08,artifact_mesh,assets/artifacts/model_08.obj,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Procedural OBJ
base_mesh_09,artifact_mesh,assets/artifacts/model_09.obj,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Procedural OBJ
base_mesh_10,artifact_mesh,assets/artifacts/model_10.obj,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Procedural OBJ
base_mesh_11,artifact_mesh,assets/artifacts/model_11.obj,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Procedural OBJ
base_mesh_12,artifact_mesh,assets/artifacts/model_12.obj,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Procedural OBJ
base_mesh_13,artifact_mesh,assets/artifacts/model_13.obj,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Procedural OBJ
base_mesh_14,artifact_mesh,assets/artifacts/model_14.obj,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Procedural OBJ
base_mesh_15,artifact_mesh,assets/artifacts/model_15.obj,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Procedural OBJ
prop_01,workshop_prop,assets/props/prop_01.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Workbench
prop_02,workshop_prop,assets/props/prop_02.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Shelving
prop_03,workshop_prop,assets/props/prop_03.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Tool Cabinet
prop_04,workshop_prop,assets/props/prop_04.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Inspection Lamp
prop_05,workshop_prop,assets/props/prop_05.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Desk Lamp
prop_06,workshop_prop,assets/props/prop_06.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Crates
prop_07,workshop_prop,assets/props/prop_07.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Cardboard Boxes
prop_08,workshop_prop,assets/props/prop_08.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Parts Tray
prop_09,workshop_prop,assets/props/prop_09.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Tool Rack
prop_10,workshop_prop,assets/props/prop_10.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Drawer
prop_11,workshop_prop,assets/props/prop_11.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Cabinet
prop_12,workshop_prop,assets/props/prop_12.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Stool
prop_13,workshop_prop,assets/props/prop_13.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Photo Backdrop
prop_14,workshop_prop,assets/props/prop_14.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Tripod
prop_15,workshop_prop,assets/props/prop_15.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Computer Terminal
prop_16,workshop_prop,assets/props/prop_16.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Display Cabinet
prop_17,workshop_prop,assets/props/prop_17.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Magnifier Stand
prop_18,workshop_prop,assets/props/prop_18.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Inspection Mat
prop_19,workshop_prop,assets/props/prop_19.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Small Bins
prop_20,workshop_prop,assets/props/prop_20.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Packaging Table
prop_21,workshop_prop,assets/props/prop_21.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Labels
prop_22,workshop_prop,assets/props/prop_22.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Clipboard
prop_23,workshop_prop,assets/props/prop_23.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Scale
prop_24,workshop_prop,assets/props/prop_24.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Reference Books
prop_25,workshop_prop,assets/props/prop_25.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Storage Containers
prop_26,workshop_prop,assets/props/prop_26.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Waste Bin
prop_27,workshop_prop,assets/props/prop_27.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Cleaning Station
prop_28,workshop_prop,assets/props/prop_28.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Delivery Cart
prop_29,workshop_prop,assets/props/prop_29.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Brass Sign
prop_30,workshop_prop,assets/props/prop_30.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Floor Lamp
prop_31,workshop_prop,assets/props/prop_31.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Catalog Stand
prop_32,workshop_prop,assets/props/prop_32.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Padded Case
prop_33,workshop_prop,assets/props/prop_33.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Clock Stand
prop_34,workshop_prop,assets/props/prop_34.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Parcel Rack
prop_35,workshop_prop,assets/props/prop_35.svg,PROCEDURAL_ORIGINAL,,Manus AI,CC0-like original,True,True,True,False,tools_build.py,,Receipt Printer
